Field,Value,Count
blocks[].fields.discussion_target,Presentación de su propia obra,2968
blocks[].fields.discussion_target,Comparte inconvenientes y soluciones con las herramientas,2889
blocks[].fields.discussion_target,¡Graficando por fin!,2654
blocks[].fields.discussion_target,Foros,2571
blocks[].fields.discussion_target,Módulo 16: Presentación de la obra propia final,2422
blocks[].fields.discussion_target,Análisis de problema,2348
blocks[].fields.discussion_target,Módulo 15: Revisión del curso,2070
blocks[].fields.discussion_target,ConoceR,2001
blocks[].fields.discussion_target,M10 Agilidad con datos,1942
blocks[].fields.discussion_target,Módulo 11: Cuando llegue la complejidad,1917
blocks[].fields.discussion_target,"Módulo 12: El honesto, el incierto y el ridículo",1863
blocks[].fields.discussion_target,Módulo 13: Usted es crític@,1778
blocks[].fields.discussion_target,Módulo 14: Los toques finos,1506
blocks[].fields.discussion_target,Reto 1 - dudas,1494
blocks[].fields.discussion_target,Passing a Course,1398
blocks[].fields.discussion_target,Manejo de datos en RStudio,1345
blocks[].fields.weight,10,162079
blocks[].fields.weight,1,55875
blocks[].fields.weight,0,27481
blocks[].fields.weight,2,19778
blocks[].fields.weight,0.5,19214
blocks[].fields.weight,5,13763
blocks[].fields.weight,3,10826
blocks[].fields.weight,7,2849
blocks[].fields.weight,8,2085
blocks[].fields.weight,6,1910
blocks[].fields.weight,40,1226
blocks[].fields.weight,1.3,875
blocks[].fields.weight,4,706
blocks[].fields.weight,13,450
blocks[].fields.weight,0.2,57
blocks[].fields.weight,15,10
blocks[].fields.weight,0.1,6
blocks[].fields.weight,10.7,2
blocks[].fields.weight,20,2
blocks[].fields.weight,8.2,1
blocks[].fields.submission_start,2001-01-01T00:00:00+00:00,10512
blocks[].fields.submission_start,2001-01-01T00:00:00,5454
blocks[].fields.submission_start,2018-05-01T00:00:00+00:00,3136
blocks[].fields.submission_start,2015-10-22T00:00:00+00:00,2088
blocks[].fields.submission_start,2017-02-27T05:00:00+00:00,2084
blocks[].fields.submission_start,2017-12-11T05:00:00+00:00,2069
blocks[].fields.submission_start,2019-05-29T00:00:00+00:00,1973
blocks[].fields.submission_start,2016-02-09T00:00:00,1784
blocks[].fields.submission_start,2016-06-20T05:00:00+00:00,1709
blocks[].fields.submission_start,2019-05-13T00:00:00+00:00,1688
blocks[].fields.submission_start,2016-05-28T05:00:00+00:00,1539
blocks[].fields.submission_start,2019-04-22T05:30:00+00:00,1537
blocks[].fields.submission_start,2019-04-29T00:00:00+00:00,1472
blocks[].fields.submission_start,2015-10-20T21:00:00+00:00,1456
blocks[].fields.submission_start,2015-10-21T00:01:00+00:00,1247
blocks[].fields.submission_start,2016-10-10T05:00:00+00:00,1242
blocks[].fields.submission_start,2017-02-13T05:00:00+00:00,1149
blocks[].fields.submission_start,2018-04-19T00:00:00+00:00,1104
blocks[].fields.submission_start,2016-07-25T05:00:00+00:00,1101
blocks[].fields.submission_start,2016-10-24T00:00:00+00:00,1095
blocks[].fields.allow_latex,False,112534
blocks[].fields.allow_latex,True,3837
blocks[].fields.submission_due,2029-01-01T00:00:00+00:00,10501
blocks[].fields.submission_due,2029-01-01T00:00:00,5454
blocks[].fields.submission_due,2019-06-10T00:00:00+00:00,2857
blocks[].fields.submission_due,2018-05-14T00:00:00+00:00,2401
blocks[].fields.submission_due,2017-03-13T05:00:00+00:00,2163
blocks[].fields.submission_due,2016-02-12T22:00:00,1784
blocks[].fields.submission_due,2018-01-23T05:00:00+00:00,1411
blocks[].fields.submission_due,2015-10-22T16:00:00+00:00,1386
blocks[].fields.submission_due,2019-05-05T00:00:00+00:00,1264
blocks[].fields.submission_due,2015-10-21T16:00:00+00:00,1247
blocks[].fields.submission_due,2019-05-24T17:00:00+00:00,1193
blocks[].fields.submission_due,2016-07-29T05:00:00+00:00,1101
blocks[].fields.submission_due,2016-06-03T05:00:00+00:00,1083
blocks[].fields.submission_due,2016-06-25T05:00:00+00:00,939
blocks[].fields.submission_due,2016-02-12T17:00:00,897
blocks[].fields.submission_due,2017-07-24T05:00:00+00:00,897
blocks[].fields.submission_due,2019-04-29T23:30:00+00:00,782
blocks[].fields.submission_due,2018-04-20T00:00:00+00:00,769
blocks[].fields.submission_due,2015-10-21T23:59:00+00:00,735
blocks[].fields.submission_due,2015-10-20T23:00:00+00:00,731
blocks[].fields.discussion_id,c49f0dfb8fc94c9c8d9999cc95190c56,699
blocks[].fields.discussion_id,e252d4de97c7426e8b67ff516a9962f6,699
blocks[].fields.discussion_id,edx_demo_embedded_discussion,699
blocks[].fields.discussion_id,b770140a122741fea651a50362dee7e6,699
blocks[].fields.discussion_id,98d8feb5971041a085512ae22b398613,699
blocks[].fields.discussion_id,d459fcb5792b459ca0aefe141e633ccc,699
blocks[].fields.discussion_id,53c486b035b4437c9197a543371e0f03,699
blocks[].fields.discussion_id,398ab9284d714f228bc203b3b16f4a76,699
blocks[].fields.discussion_id,df0905ee484844769644f330844253e7,699
blocks[].fields.discussion_id,eb264c9899b745fc81cd7405b53a7a65,699
blocks[].fields.discussion_id,829461ad9b6542ed965786997d19b617,699
blocks[].fields.discussion_id,265ca2d808814d76ad670957a2b6071f,699
blocks[].fields.discussion_id,97f19f6202e54d6a9ea59f7a573725a1,699
blocks[].fields.discussion_id,bb15269287ec44b6a2f69447db43d845,699
blocks[].fields.discussion_id,0717ec26e67e49b2a9f30d2e15c417dd,699
blocks[].fields.discussion_id,ed3164d1235645739374094a8172964b,699
blocks[].fields.discussion_id,b11488e3580241f08146cbcfca693d06,699
blocks[].fields.discussion_id,4250393f9f684bfeb3f1d514e15592d1,699
blocks[].fields.discussion_id,cba3e4cd91d0466b9ac50926e495b76f,699
blocks[].fields.discussion_id,e4365aad2c39498d824cf984b3f9b083,699
blocks[].edit_info.edited_by,5,3891
blocks[].edit_info.edited_by,258,181
blocks[].edit_info.edited_by,-4,19
blocks[].edit_info.edited_by,118,4
blocks[].fields.showanswer,answered,104974
blocks[].fields.showanswer,never,43788
blocks[].fields.showanswer,finished,8650
blocks[].fields.showanswer,always,7116
blocks[].fields.showanswer,attempted,7080
blocks[].fields.showanswer,past_due,1639
blocks[].fields.showanswer,correct_or_past_due,1226
blocks[].fields.showanswer,closed,541
blocks[].fields.rerandomize,always,69507
blocks[].fields.rerandomize,never,21429
blocks[].fields.rerandomize,per_student,6020
blocks[].fields.rerandomize,onreset,54
blocks[].fields.skip_spelling_checks,False,2097
blocks[].fields.xml_attributes.max_score,1,2097
blocks[].fields.xml_attributes.max_score,2,699
blocks[].fields.version,1,2097
blocks[].fields.accept_file_upload,False,2097
blocks[].fields.xqa_key,qaijS3UatK020Wc0sfCtFe0V6jpB4d64,9786
blocks[].fields.source_code,"\subsection{Example of E-text in LaTeX}

You can write complex equations in LaTeX.

\begin{equation}
        x = \frac{-b\pm\sqrt{b^2-4*a*c}}{2a}
\end{equation}
",12984
blocks[].fields.source_code,"% Nearly any kind of edX problem can be authored using LaTeX as
% the source language.  Write LaTeX as usual, including equations. The
% key feature is the \edXabox{} macro, which specifies an ""answer
% box"" that queries students for a response, and specifies what the
% expected (correct) answer is.

%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
\subsection{Example ""option"" problem}

Which of the following countries celebrates its independence on August 15?

\edXabox{options='India','Spain','China','Bermuda' expect='India'}

%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
\subsection{Example ""multiple choice"" problem}

Which of the following countries has the largest population?

\edXabox{ type=""multichoice"" expect=""Indonesia"" options=""Brazil"",""Germany"",""Indonesia"",""Russia"" }

%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
\subsection{Example ""symbolic"" problem}

What is Einstein's equation for the energy equivalent of a mass $m$?

\edXabox{type='symbolic' size='90' expect='m*c^2' }

%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
\subsection{Example ""numerical"" problem}

Estimate the energy savings (in J/y) if all the people
($3\times 10^8$) in the U.~S. switched from U.~S. code to low-flow
shower heads.

\edXinline{Energy saved = }\edXabox{expect=""0.52"" type=""numerical"" tolerance='0.02' inline='1' } %
\edXinline{~EJ/year}

%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
\subsection{Example ""string response"" problem}

What was the first post-secondary school in China to allow both male and female students?

\edXabox{ type=""string"" expect=""Nanjing Higher Normal Institute"" options=""ci"" }

You can include an explanation of the answer by using the edXsolution
macro. Click ""Show Answer"" to see the explanation.

\begin{edXsolution}
Nanjing Higher Normal Institute first admitted female students in 1920.
\end{edXsolution}

%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
\subsection{Example ""custom response"" problem}

In this problem, a custom Python script determines if the answer is correct.

\begin{edXscript}
def sumtest(expect,ans):
    (a1,a2) = map(float,eval(ans))
    return (a1+a2)==10
\end{edXscript}

Enter a Python list of two numbers that sum to 10. For example, your answer might be [9,1] or [4,6].

\edXabox{expect=""[1,9]"" type=""custom"" cfn=""sumtest""}

%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
\subsection{Example image}

Include an image by using the following macro:

\edXxml{<img src=""https://courses.edx.org/static/images/placeholder-image.png""/>}

%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
\subsection{Example show/hide explanation}

You can provide additional information that only appears at certain times by including a ""showhide"" flag.

\edXshowhide{sh1}{More explanation}{This is a hidden explanation. It
can contain equations, such as $\alpha = \frac{2}{\sqrt{1+\gamma}}$ }.

This is additional text after the hidden explanation.
",8007
blocks[].fields.source_code,"\subsection{Example of E-text in LaTeX}

You can write complex equations in LaTeX.

\begin{equation}
y = \underbrace{f(1)}_{parte\ 1} + \overbrace{f(2)}^{parte\ 2}
\end{equation}
",4964
blocks[].fields.source_code,"\subsection{Example of E-text in LaTeX}

You can write complex equations in LaTeX.

\begin{equation}
\alpha, \beta, \gamma, \delta, \epsilon, \zeta, \eta, \theta, \iota, \kappa, \lambda
\end{equation}

\begin{equation}
\mu, \nu, \xi, \pi, \rho, \sigma, \tau, \upsilon, \phi, \chi, \psi, \omega
\end{equation}

\begin{equation}
\Gamma, \Delta, \Theta, \Lambda, \Xi, \Pi, \Sigma, \Upsilon, \Phi, \Psi, \Omega
\end{equation}

\begin{equation}
\varepsilon, \vartheta, \varpi, \varrho, \varsigma, \varphi
\end{equation}
",4953
blocks[].fields.source_code,"\usepackage{mathrsfs}

\begin{equation}
\mathrm{R}, \mathbb{R}, \mathcal{R}, \mathfrak{R}
\end{equation}

\begin{equation}
\mathbf{R}, \mathsf{R}, \mathit{R}, \mathscr{R}
\end{equation}",4950
blocks[].fields.source_code,"\usepackage{stackrel}

\begin{equation} \label{reac:A2B}
\stackbin[xxx]{}{x_1} = \stackbin{yyy}{y^2} = \stackbin[zzz]{www}{z_1}
\end{equation}",4946
blocks[].fields.source_code,"\begin{equation}
\pm, \leq, \geq, \ll, \gg
\propto, \sim, \simeq, \approx, \cong
\not=, \not<, \not>, \equiv
\end{equation}",4944
blocks[].fields.source_code,"\subsection{Example of E-text in LaTeX}

You can write complex equations in LaTeX.


\begin{equation}
\sum_{i=0}^n, \prod_{j=1}^{5}, \int_{x=0}^{x=\pi}, \oint,
\end{equation}
",4942
blocks[].fields.source_code,"\subsection{Example of E-text in LaTeX}

You can write complex equations in LaTeX.

\begin{equation}
\frac{x^2}{x^2 + y^2} + \frac15 + \frac1{x}
\end{equation}",4939
blocks[].fields.source_code,"\subsection{Example of E-text in LaTeX}

You can write complex equations in LaTeX.

\begin{equation}
{n \choose r}
\end{equation}
",4935
blocks[].fields.source_code,"\subsection{Example of E-text in LaTeX}

You can write complex equations in LaTeX.

\begin{equation}
\left( \frac12 \right] = \left\lbrace \frac12 \right| = \left\rbrace \frac12 \right( 
\end{equation}
",4932
blocks[].fields.source_code,"\subsection{Example of E-text in LaTeX}

You can write complex equations in LaTeX.

\begin{equation}
\left(
\begin{array}{cccc}
1 & 0 & \cdots & 0 \\
0 & 1 & \cdots & 0 \\
\vdots & \vdots & \ddots & \vdots \\
0 & 0 & \cdots & 1
\end{array}
\right)
\end{equation}
",4930
blocks[].fields.source_code,"\subsection{Example of E-text in LaTeX}

You can write complex equations in LaTeX.

\begin{equation}
\begin{array}{llllll}
& x_1 &&& = & 10 \\
+ \\
& x_1 & + & x_2 & = & 1\\
\cline{2-6}
& 2x_1 & + & x_2 & = & 11
\end{array}
\end{equation}",4926
blocks[].fields.source_code,"\subsection{Example of E-text in LaTeX}

You can write complex equations in LaTeX.

\begin{equation}
\lim_{x \to \infty} \frac{\sin(x)}{x} = 0
\end{equation}
",4921
blocks[].fields.source_code,"\subsection{Example of E-text in LaTeX}

You can write complex equations in LaTeX.

\begin{equation}
x y, x \ y, x \! y
\end{equation}
",4906
blocks[].fields.source_code,"\begin{equation}
x + \cancel{y} = 5 + \cancel{y}
\end{equation}
",4901
blocks[].fields.source_code,"\begin{equation}
\overline{ab}, \underline{ab}, \vec{ab}, \overrightarrow{ab}
\end{equation}",4816
blocks[].fields.source_code,"\subsection{Example of E-text in LaTeX}

You can write complex equations in LaTeX.

f_{s1}^{(1)}=\beta h \int_\Omega N^{eT}N^edx
",4429
blocks[].fields.source_code,"\begin{tabular}{lcr}
valores de la primera fila: & val 1 & val 2\\
valores de la segunda fila: & val 3 & val 4\\
\end{tabular}",4205
blocks[].fields.source_code,"\subsection{Example of E-text in LaTeX}

It is very convenient to write complex equations in LaTeX.        

\begin{equation}
        x = \frac{-b\pm\sqrt{b^2-4*a*c}}{2a}
\end{equation}

Seize the moment.
",3987
blocks[].fields.xml_attributes.title,Embedded Code Box,699
blocks[].fields.html_textbooks[].tab_title,H24H,699
blocks[].fields.html_textbooks[].tab_title,Sourcebook,699
blocks[].fields.html_textbooks[].chapters[].url,/static/book/h24h/BEFORE-INTRO-HOMER-h24h-intro-book.html,699
blocks[].fields.html_textbooks[].chapters[].url,/static/book/h24h/BEFORE-HOUR-1-h24h-intro-homer.html,699
blocks[].fields.html_textbooks[].chapters[].url,/static/book/h24h/h24h-hour1.html,699
blocks[].fields.html_textbooks[].chapters[].url,/static/book/h24h/h24h-hour2.html,699
blocks[].fields.html_textbooks[].chapters[].url,/static/book/h24h/h24h-hour3.html,699
blocks[].fields.html_textbooks[].chapters[].url,/static/book/h24h/h24h-hour4.html,699
blocks[].fields.html_textbooks[].chapters[].url,/static/book/h24h/h24h-hour5.html,699
blocks[].fields.html_textbooks[].chapters[].url,/static/book/h24h/h24h-hour6.html,699
blocks[].fields.html_textbooks[].chapters[].url,/static/book/h24h/h24h-hour7.html,699
blocks[].fields.html_textbooks[].chapters[].url,/static/book/h24h/h24h-hour8.html,699
blocks[].fields.html_textbooks[].chapters[].url,/static/book/h24h/h24h-hour9.html,699
blocks[].fields.html_textbooks[].chapters[].url,/static/book/h24h/h24h-hour10.html,699
blocks[].fields.html_textbooks[].chapters[].url,/static/book/h24h/h24h-hour11.html,699
blocks[].fields.html_textbooks[].chapters[].url,/static/book/h24h/h24h-hour12.html,699
blocks[].fields.html_textbooks[].chapters[].url,/static/book/h24h/h24h-hour13.html,699
blocks[].fields.html_textbooks[].chapters[].url,/static/book/h24h/h24h-hour14.html,699
blocks[].fields.html_textbooks[].chapters[].url,/static/book/h24h/h24h-hour15.html,699
blocks[].fields.html_textbooks[].chapters[].url,/static/book/h24h/AFTER-HOUR-15-h24h-intro-tragedy.html,699
blocks[].fields.html_textbooks[].chapters[].url,/static/book/h24h/h24h-hour16.html,699
blocks[].fields.html_textbooks[].chapters[].url,/static/book/h24h/h24h-hour17.html,699
blocks[].fields.html_textbooks[].chapters[].title,Introduction to the Book,699
blocks[].fields.html_textbooks[].chapters[].title,Introduction to Homeric Poetry,699
blocks[].fields.html_textbooks[].chapters[].title,Hour 1,699
blocks[].fields.html_textbooks[].chapters[].title,Hour 2,699
blocks[].fields.html_textbooks[].chapters[].title,Hour 3,699
blocks[].fields.html_textbooks[].chapters[].title,Hour 4,699
blocks[].fields.html_textbooks[].chapters[].title,Hour 5,699
blocks[].fields.html_textbooks[].chapters[].title,Hour 6,699
blocks[].fields.html_textbooks[].chapters[].title,Hour 7,699
blocks[].fields.html_textbooks[].chapters[].title,Hour 8,699
blocks[].fields.html_textbooks[].chapters[].title,Hour 9,699
blocks[].fields.html_textbooks[].chapters[].title,Hour 10,699
blocks[].fields.html_textbooks[].chapters[].title,Hour 11,699
blocks[].fields.html_textbooks[].chapters[].title,Hour 12,699
blocks[].fields.html_textbooks[].chapters[].title,Hour 13,699
blocks[].fields.html_textbooks[].chapters[].title,Hour 14,699
blocks[].fields.html_textbooks[].chapters[].title,Hour 15,699
blocks[].fields.html_textbooks[].chapters[].title,Introduction to Tragedy,699
blocks[].fields.html_textbooks[].chapters[].title,Hour 16,699
blocks[].fields.html_textbooks[].chapters[].title,Hour 17,699
blocks[].fields.checklists[].id,0,699
blocks[].fields.checklists[].action_urls_expanded,True,2796
blocks[].fields.show_calculator,False,699
blocks[].fields.show_calculator,True,512
blocks[].fields.hide_from_toc,False,699
blocks[].fields.ispublic,True,6144
blocks[].fields.ispublic,False,4254
blocks[].fields.youtube_id_1_25,,10385
blocks[].fields.youtube_id_1_25,XGsB9bA6rGU,699
blocks[].fields.track,Presentación del Curso,1550
blocks[].fields.track,,699
blocks[].fields.track,Presentacion del Curso - Antropologia,1
blocks[].fields.show_captions,False,1817
blocks[].fields.show_captions,True,1398
blocks[].fields.source,,699
blocks[].fields.youtube_id_1_5,,10385
blocks[].fields.youtube_id_1_5,_HuIF16HdTA,699
blocks[].fields.youtube_id_0_75,,10385
blocks[].fields.youtube_id_0_75,xGKlr7nT_Zw,699
edited_by,258,179
edited_by,118,4
edited_by,5,3
edited_by,-4,1
blocks[].fields.is_new,True,39258
blocks[].fields.is_new,False,2432
blocks[].fields.mobile_available,True,2827
blocks[].fields.catalog_visibility,both,72545
blocks[].fields.catalog_visibility,none,33099
blocks[].fields.catalog_visibility,null,55
blocks[].fields.catalog_visibility,about,36
blocks[].fields.catalog_visibility,,2
blocks[].fields.days_early_for_beta,10,18
blocks[].fields.days_early_for_beta,0,2
blocks[].fields.submission_wait_seconds,3,26680
blocks[].fields.submission_wait_seconds,2,13283
blocks[].fields.submission_wait_seconds,5,7569
blocks[].fields.submission_wait_seconds,30,5563
blocks[].fields.submission_wait_seconds,1,3824
blocks[].fields.submission_wait_seconds,0,3305
blocks[].fields.submission_wait_seconds,3600,2401
blocks[].fields.submission_wait_seconds,60,2070
blocks[].fields.submission_wait_seconds,4,1470
blocks[].fields.submission_wait_seconds,15,848
blocks[].fields.submission_wait_seconds,20,692
blocks[].fields.submission_wait_seconds,-1,303
blocks[].fields.submission_wait_seconds,10,170
blocks[].fields.submission_wait_seconds,100,77
blocks[].fields.submission_wait_seconds,54,3
blocks[].fields.submission_wait_seconds,-4,2
blocks[].fields.submission_wait_seconds,1800,2
blocks[].fields.allow_anonymous,False,3389
blocks[].fields.show_chat,True,15278
blocks[].fields.show_chat,False,5728
blocks[].fields.user_partitions[].description,The groups in this configuration can be mapped to cohort groups in the LMS.,8066
blocks[].fields.user_partitions[].description,,364
blocks[].fields.user_partitions[].version,3,7879
blocks[].fields.user_partitions[].version,2,551
blocks[].fields.user_partitions[].groups[].version,1,52161
blocks[].fields.user_partitions[].groups[].id,660996453,2560
blocks[].fields.user_partitions[].groups[].id,402946948,2558
blocks[].fields.user_partitions[].groups[].id,1655479091,2556
blocks[].fields.user_partitions[].groups[].id,751923786,2554
blocks[].fields.user_partitions[].groups[].id,68242201,2552
blocks[].fields.user_partitions[].groups[].id,1396797392,2550
blocks[].fields.user_partitions[].groups[].id,88355854,2548
blocks[].fields.user_partitions[].groups[].id,1662648683,2546
blocks[].fields.user_partitions[].groups[].id,55935520,2544
blocks[].fields.user_partitions[].groups[].id,602359065,2542
blocks[].fields.user_partitions[].groups[].id,1134764082,2540
blocks[].fields.user_partitions[].groups[].id,1094342578,2538
blocks[].fields.user_partitions[].groups[].id,150651452,2536
blocks[].fields.user_partitions[].groups[].id,1869251702,2534
blocks[].fields.user_partitions[].groups[].id,262268576,2532
blocks[].fields.user_partitions[].groups[].id,97849496,2530
blocks[].fields.user_partitions[].groups[].id,242428553,2528
blocks[].fields.user_partitions[].groups[].id,1487062428,1909
blocks[].fields.user_partitions[].groups[].id,720794795,1907
blocks[].fields.user_partitions[].groups[].id,2025430358,1139
blocks[].fields.user_partitions[].groups[].name,Historia de Toyota,2560
blocks[].fields.user_partitions[].groups[].name,Manufactura LEAN,2558
blocks[].fields.user_partitions[].groups[].name,Estandarización de procesos,2556
blocks[].fields.user_partitions[].groups[].name,Ordenamiento de plantas,2554
blocks[].fields.user_partitions[].groups[].name,Producción en serie,2552
blocks[].fields.user_partitions[].groups[].name,Metodología Heijunka,2550
blocks[].fields.user_partitions[].groups[].name,Metodoloía 5S,2548
blocks[].fields.user_partitions[].groups[].name,Metodología Justo a Tiempo,2546
blocks[].fields.user_partitions[].groups[].name,Takt Time,2544
blocks[].fields.user_partitions[].groups[].name,Flujo Continuo,2542
blocks[].fields.user_partitions[].groups[].name,Metodología Jidoka,2540
blocks[].fields.user_partitions[].groups[].name,Metodología Poka-Yoke,2538
blocks[].fields.user_partitions[].groups[].name,Metodología SMED,2536
blocks[].fields.user_partitions[].groups[].name,Sistemas de control visual Andon,2534
blocks[].fields.user_partitions[].groups[].name,Metodología Kaizen,2532
blocks[].fields.user_partitions[].groups[].name,Manufactura Esbelta,2530
blocks[].fields.user_partitions[].groups[].name,Manejo de Inventarios,2528
blocks[].fields.user_partitions[].groups[].name,Estudiantes,1909
blocks[].fields.user_partitions[].groups[].name,Colaboradores,1907
blocks[].fields.user_partitions[].groups[].name,Revisión de conceptos de POO,1139
blocks[].fields.user_partitions[].scheme,cohort,8066
blocks[].fields.user_partitions[].scheme,random,364
blocks[].fields.user_partitions[].id,1991705085,2560
blocks[].fields.user_partitions[].id,133470260,1909
blocks[].fields.user_partitions[].id,1701350647,1139
blocks[].fields.user_partitions[].id,1365138911,1017
blocks[].fields.user_partitions[].id,238087139,734
blocks[].fields.user_partitions[].id,1896740887,589
blocks[].fields.user_partitions[].id,1115745375,364
blocks[].fields.user_partitions[].id,1593623679,80
blocks[].fields.user_partitions[].id,1859362627,38
blocks[].fields.user_partitions[].name,Content Group Configuration,8066
blocks[].fields.user_partitions[].name,docentes,364
blocks[].fields.language,es,111912
blocks[].fields.language,en,6457
blocks[].fields.use_latex_compiler,True,15425
blocks[].fields.minimum_grade_credit,0.8,90121
blocks[].fields.default_tab,Contenidos,2
blocks[].fields.default_tab,Course,2
blocks[].fields.default_tab,,2
blocks[].fields.discussion_topics.Preguntas sobre el curso.id,course_preg,1467
blocks[].fields.discussion_topics.Fuera de foco.id,course_fuera,1442
blocks[].fields.discussion_topics.Trucos chéveres con R o RStudio.id,course_trucos,1401
blocks[].fields.discussion_topics.Calificación.id,course_calif,1395
blocks[].fields.user_partitions[].active,True,7879
blocks[].fields.cert_html_view_enabled,True,5148
blocks[].fields.cert_html_view_enabled,False,4309
blocks[].fields.cosmetic_display_price,50,4020
blocks[].fields.cosmetic_display_price,87,3011
blocks[].fields.cosmetic_display_price,0,95
blocks[].fields.answers[][].img_alt,,7726
blocks[].fields.answers[][].img,,7726
blocks[].fields.answers[][].label,Execelente,785
blocks[].fields.answers[][].label,Bueno,785
blocks[].fields.answers[][].label,Malo,785
blocks[].fields.answers[][].label,Muy Bueno,691
blocks[].fields.answers[][].label,Indiferente,691
blocks[].fields.answers[][].label,Other,496
blocks[].fields.answers[][].label,Red,494
blocks[].fields.answers[][].label,Blue,494
blocks[].fields.answers[][].label,Green,494
blocks[].fields.answers[][].label,Totalmente de acuerdo,244
blocks[].fields.answers[][].label,Bastante de acuerdo,244
blocks[].fields.answers[][].label,"Ni de acuerdo, ni en desacuerdo",244
blocks[].fields.answers[][].label,Otra,244
blocks[].fields.answers[][].label,1,206
blocks[].fields.answers[][].label,2,206
blocks[].fields.answers[][].label,3,206
blocks[].fields.answers[][].label,4,206
blocks[].fields.answers[][].label,5,206
blocks[].fields.answers[][].label,cual es tu animal favorito?,1
blocks[].fields.answers[][].label,Rojo,1
blocks[].fields.questions[][].img_alt,,4207
blocks[].fields.questions[][].img_alt,utpl,327
blocks[].fields.questions[][].img,,4207
blocks[].fields.questions[][].img,http://www.utpl.edu.ec/sites/all/themes/utpl/images/logo.png,327
blocks[].fields.questions[][].label,Would you recommend this course to your friends?,455
blocks[].fields.questions[][].label,Do you think you will learn a lot?,455
blocks[].fields.questions[][].label,Are you enjoying the course?,453
blocks[].fields.questions[][].label,Haz una valoración del conjunto del curso?,305
blocks[].fields.questions[][].label,Ha cumplido el temario sus expectativas sobre este curso?,304
blocks[].fields.questions[][].label,Considera que el curso te servirá en el ámbito particular o profesional con lo aprendido?,304
blocks[].fields.questions[][].label,Valoración de la  documentación del curso (estructura o tema)?,303
blocks[].fields.questions[][].label,"Valoración de la ayuda prestada por el parte del tutor (foros, correo)?",303
blocks[].fields.questions[][].label,Los contenidos han cubierto sus expectativas.,121
blocks[].fields.questions[][].label,Se han tratado los temas con la profundidad esperada.,120
blocks[].fields.questions[][].label,La duración del curso ha sido adecuada.,120
blocks[].fields.questions[][].label,La metodología se ha adecuado a los contenidos.,120
blocks[].fields.questions[][].label,La plataforma resultó adecuada para facilitar el proceso formativo.,120
blocks[].fields.questions[][].label,El profesor demuestra dominio de los contenidos.,120
blocks[].fields.questions[][].label,Los contenidos se han expuesto con la debida claridad.,120
blocks[].fields.questions[][].label,Motiva y despierta interés en los asistentes.,120
blocks[].fields.questions[][].label,El curso recibido es útil para mi formación.,120
blocks[].fields.questions[][].label,Valoración del curso,120
blocks[].fields.questions[][].label,Cuál es su primer nombre?,63
blocks[].fields.questions[][].label,Ingrese sus apellidos,60
blocks[].fields.alt_text,,84019
blocks[].fields.embed_code,"<iframe src=""https://docs.google.com/forms/d/e/1FAIpQLSeyvQFO-e-VDuuL0TMFTYrIwdVr73UyZ7IGGdgMMXaMYITo9g/viewform?embedded=true"" width=""1000"" height=""700"" frameborder=""0"" marginheight=""0"" marginwidth=""0"">Cargando…</iframe>",17646
blocks[].fields.embed_code,"<iframe src=""https://docs.google.com/forms/d/e/1FAIpQLSdviLSjcvBLsjzzwKsxNdR1dwpsB_cfYCPtk2-qqu6ctufS1A/viewform?embedded=true"" width=""960"" height=""500"" frameborder=""0"" marginheight=""0"" marginwidth=""0"">Cargando…</iframe>",6030
blocks[].fields.embed_code,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vQlScNcsjndspBElDpEGpvjj4cZv843e7HNjcspN58UVTWjPQMIT-EgoNCigYI4omi_gbc3bKSPjgP2/embed?start=false&loop=false&delayms=3000"" frameborder=""0"" width=""1121"" height=""822"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>
</iframe>",3233
blocks[].fields.embed_code,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vQtkiCyUcNke5OAvCGVF-pjb6II-v1Q6_v_a4xZcTCC0ZZcZ7tNeHCisvwcD86fEHJxvH__6LZnsk4k/embed?start=false&loop=false&delayms=3000"" frameborder=""0"" width=""1122"" height=""823"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>",3230
blocks[].fields.embed_code,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vQgQT-MjeQM2WwW0duIV_2tOVD6X6EmIBe1R6K3lC8T7RBfUOcSggm-U6A8xIaucnXRU4CvlXV2Pqub/embed?start=false&loop=false&delayms=3000"" frameborder=""0"" width=""1122"" height=""823"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>",3208
